anonymous_id,novel,detection,ontology_id,spatial,temporal,kinetics_id_0,kinetics_id_1,kinetics_id_2,kinetics_id_3,kinetics_id_4,annotation_name_1,annotation_value_1,annotation_name_2,annotation_value_2,annotation_name_3,annotation_value_3,annotation_name_4,annotation_value_4
9a3d533e-b685-4d98-b401-fdfc4f0647e7.mp4,0,0,18,0,0,roller skating,longboarding,pirouetting,playing ice hockey,ice skating,Perspective,side,Location,indoors,On,Snow,NA,NA
c19053ee-5fce-4ad9-bfa1-f2386fc2a847.avi,0,0,18,0,0,roller skating,ice skating,skateboarding,hockey stop,jaywalking,Perspective,side,Location,indoors,On,Snow,NA,NA
6daaae72-37ce-4eba-9308-d1789fd90a94.mp4,0,0,12,0,0,playing trombone,playing trumpet,playing didgeridoo,playing saxophone,busking,Perspective,back,Location,indoors,What,Trombone,NA,NA
6efbb9b5-fa6f-444f-8d3d-e71cf5eb2910.avi,0,0,18,0,0,hockey stop,playing ice hockey,skateboarding,ice skating,longboarding,Perspective,side,Location,indoors,On,Snow,NA,NA
945e68ba-5dcd-4413-b097-868a367126da.avi,0,0,6,0,0,biking through snow,driving tractor,land sailing,riding unicycle,motorcycling,Perspective,side,Location,outdoors,On,Cycle,NA,NA
d0e5e2c9-8707-498c-a47a-93dd9c1d2bd3.mp4,0,0,4,0,0,rock climbing,archaeological excavation,chopping wood,shearing sheep,climbing a rope,Perspective,back,Location,outdoors,With,Axe,On,Gravel
60b99a18-63a7-4dfa-9315-eac09f25e3aa.mp4,0,0,18,0,0,ice skating,hockey stop,roller skating,skateboarding,playing ice hockey,Perspective,top,Location,indoors,On,Snow,NA,NA
d7e8a3b6-0ebd-4cce-a54a-1ec31be237d1.mp4,0,0,18,0,0,ice skating,skateboarding,roller skating,pirouetting,longboarding,Perspective,back,Location,outdoors,On,Pavement,NA,NA
fbe62244-37a6-487e-a4ca-b829aa16f1b6.mp4,0,0,0,0,0,rope pushdown,chopping wood,breaking boards,making horseshoes,bending metal,Perspective,side,Location,indoors,With,Other,NA,NA
cf7d7af9-155d-452a-b322-05da3436ef50.mp4,0,0,4,0,0,throwing axe,rock climbing,chopping wood,planing wood,shearing sheep,Perspective,front,Location,outdoors,With,Axe,On,Grass
752de64c-573a-48a1-bbf4-352768e99dfc.mp4,0,0,12,0,0,playing organ,playing trumpet,playing trombone,singing,playing clarinet,Perspective,front,Location,indoors,What,Trombone,NA,NA
76e18c36-1712-4f77-bd03-6a851a8a2288.mp4,0,0,16,0,0,wrestling,drop kicking,contorting,high kick,bouncing on trampoline,Perspective,front,Location,indoors,On,Mat,NA,NA
fa5dd008-c439-4de1-a5b7-4bff0c49f10d.mp4,0,0,23,0,0,hammer throw,rock climbing,walking the dog,yoga,backflip (human),Perspective,front,Location,outdoors,On,Snow,What,NA
af80c5fe-e867-4960-8390-05b48012ab3f.avi,0,0,18,0,0,hockey stop,ice skating,roller skating,skiing crosscountry,playing ice hockey,Perspective,side,Location,indoors,On,Snow,NA,NA
9e450d87-454e-4362-89b9-ae3b2ef7a1ae.mp4,0,0,4,0,0,archaeological excavation,chopping wood,singing,using a sledge hammer,rock climbing,Perspective,front,Location,outdoors,With,Axe,On,Gravel
bc7cfb96-dcd8-4a32-bffa-4476fe6e26a8.avi,0,0,6,0,0,mowing lawn,jaywalking,biking through snow,crossing river,riding a bike,Perspective,side,Location,outdoors,On,Cycle,NA,NA
5e0a1de7-a324-4001-98b9-42be9fd09e65.mp4,0,0,23,0,0,rock climbing,yoga,walking through snow,wading through mud,moon walking,Perspective,back,Location,outdoors,On,Snow,What,NA
bbf66390-1ef5-4f3b-9797-02924bc6f3fb.avi,0,0,18,0,0,ice skating,roller skating,playing ice hockey,skateboarding,jaywalking,Perspective,side,Location,indoors,On,Snow,NA,NA
53b38d94-14d3-4200-b75c-b0c732a87255.mp4,0,0,6,0,0,biking through snow,riding a bike,falling off bike,jaywalking,driving tractor,Perspective,side,Location,outdoors,On,Cycle,NA,NA
e59a0509-f877-4f5a-b776-f9f368535153.mp4,0,0,16,0,0,wrestling,high jump,breakdancing,drop kicking,headbutting,Perspective,side,Location,indoors,On,Mat,NA,NA
408302b5-d017-45a3-84b7-e3aa24e928c4.mp4,0,0,27,0,0,bowling,using segway,capoeira,skateboarding,faceplanting,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
b4313d04-d5d5-4bb5-9e2a-6ad8814d7ea6.avi,0,0,0,0,0,breaking boards,using a sledge hammer,using bagging machine,playing xylophone,making horseshoes,Perspective,side,Location,outdoors,With,Hammer,NA,NA
a0fc92b1-f72b-48bd-893f-3a1e68c8243b.mp4,0,0,16,0,0,contorting,high jump,wrestling,breakdancing,skipping rope,Perspective,top,Location,indoors,On,Mat,NA,NA
0d0dc055-b54e-4fec-a9f4-441bd9a47eee.mp4,0,0,18,0,0,pirouetting,skateboarding,hockey stop,ice skating,playing ice hockey,Perspective,front,Location,indoors,On,Snow,NA,NA
cab28298-2b09-40fb-9afb-d58171632d5e.mp4,0,0,12,0,0,playing trombone,playing trumpet,playing recorder,playing saxophone,playing pan pipes,Perspective,side,Location,indoors,What,Trumpet,NA,NA
04e19989-50f9-4b32-8a1b-28899ea31282.mp4,0,0,12,0,0,playing trumpet,playing trombone,playing clarinet,playing didgeridoo,playing recorder,Perspective,side,Location,indoors,What,Trombone,NA,NA
2009bc01-df74-4f35-aa26-d63c62bb172a.mp4,0,0,18,0,0,ice skating,roller skating,pirouetting,playing ice hockey,hockey stop,Perspective,front,Location,indoors,On,Snow,NA,NA
bcc50b7b-4114-4602-ab45-72a21e6f74c2.mp4,0,0,27,0,0,bowling,dunking basketball,punching bag,skateboarding,capoeira,Perspective,side,Location,indoors,On,WoodFloor,NA,NA
dc63426a-29db-4926-8b85-7fed9a89b5f7.avi,0,0,18,0,0,hockey stop,playing ice hockey,roller skating,ice skating,skateboarding,Perspective,side,Location,indoors,On,Snow,NA,NA
01aca9b2-683a-48b3-819a-b78e936a09df.avi,0,0,27,0,0,bowling,playing basketball,bottling,skateboarding,punching bag,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
d905d27d-e2b8-4e5a-913f-566fa834a211.mp4,0,0,12,0,0,playing trombone,playing clarinet,playing didgeridoo,singing,playing saxophone,Perspective,side,Location,indoors,What,Trumpet,NA,NA
b812cc8d-c6c9-4419-b0a5-d2e284b3a726.mp4,0,0,16,0,0,wrestling,drop kicking,breakdancing,high jump,punching person (boxing),Perspective,side,Location,indoors,On,Mat,NA,NA
bbc51592-3605-4a81-a00f-9dbea57361ff.mp4,0,0,16,0,0,high jump,wrestling,headbutting,high kick,punching person (boxing),Perspective,side,Location,indoors,On,Mat,NA,NA
acd882f2-14fe-4a2b-9182-74d628cf2d4a.mp4,0,0,6,0,0,riding a bike,mowing lawn,falling off bike,biking through snow,driving tractor,Perspective,back,Location,outdoors,On,Cycle,NA,NA
fbb77572-8cad-475a-8a82-cb4ecdf685a2.mp4,0,0,18,0,0,roller skating,pirouetting,ice skating,playing ice hockey,hockey stop,Perspective,back,Location,outdoors,On,Pavement,NA,NA
8f08be3c-5746-4ee0-9ac6-f2937cee90c7.mp4,0,0,12,0,0,playing trombone,playing pan pipes,playing trumpet,playing clarinet,playing saxophone,Perspective,front,Location,indoors,What,Trombone,NA,NA
6baea1fa-46c0-432c-b525-9f5e4369ca90.mp4,0,0,18,0,0,playing ice hockey,ice skating,hockey stop,roller skating,skateboarding,Perspective,side,Location,outdoors,On,Snow,NA,NA
d92f0b44-d3c2-4307-af08-4157ad5d0c7f.mp4,0,0,12,0,0,playing trombone,busking,playing trumpet,playing saxophone,playing recorder,Perspective,front,Location,indoors,What,Trombone,NA,NA
1b24dff9-8545-4c8c-9a50-9fd474460f22.mp4,0,0,16,0,0,wrestling,bouncing on trampoline,high kick,high jump,contorting,Perspective,side,Location,outdoors,On,Mat,NA,NA
6295e157-b1b2-4c50-a9f3-9f4f86e23ffe.mp4,0,0,12,0,0,playing trumpet,playing trombone,busking,playing saxophone,playing organ,Perspective,side,Location,indoors,What,Trombone,NA,NA
ddc9db49-153c-4106-a778-e087acc0b4d7.mp4,0,0,12,0,0,playing trumpet,playing trombone,playing pan pipes,playing saxophone,singing,Perspective,side,Location,indoors,What,Trumpet,NA,NA
870aa2f2-826a-4747-8276-dc57796bd190.mp4,0,0,27,0,0,bowling,skateboarding,capoeira,faceplanting,punching bag,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
6cccce09-1a07-45cd-96b0-097d24bef525.mp4,0,0,12,0,0,playing trombone,playing didgeridoo,playing organ,playing trumpet,busking,Perspective,front,Location,indoors,What,Trombone,NA,NA
560e4c2f-90a0-4ed9-ae99-7a32b3f2596e.avi,0,0,18,0,0,ice skating,hockey stop,roller skating,skateboarding,longboarding,Perspective,side,Location,indoors,On,Snow,NA,NA
a067a67b-4996-482d-9695-c7509cf534f9.mp4,0,0,18,0,0,skiing crosscountry,hockey stop,playing ice hockey,longboarding,ice skating,Perspective,front,Location,outdoors,On,Snow,NA,NA
f9339213-58f0-4b5d-88f8-d6022cd67b39.avi,0,0,27,0,0,bowling,using segway,moon walking,capoeira,punching bag,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
b1713685-1a41-4e18-ab01-10a5a503bbfd.mp4,0,0,18,0,0,hockey stop,playing ice hockey,ice skating,skateboarding,riding scooter,Perspective,side,Location,indoors,On,Snow,NA,NA
4898f2e2-44fa-44d8-97b6-1e2a10e8b81e.mp4,0,0,12,0,0,singing,playing trombone,playing recorder,playing organ,playing saxophone,Perspective,front,Location,indoors,What,Trombone,NA,NA
a3edcc0a-f0b9-4718-90d6-0334ee8bf103.mp4,0,0,18,0,0,playing ice hockey,ice skating,longboarding,hockey stop,jaywalking,Perspective,side,Location,indoors,On,Snow,NA,NA
f831b3e8-68ea-440b-a738-af05e578c670.avi,0,0,18,0,0,playing ice hockey,ice skating,skateboarding,roller skating,hockey stop,Perspective,side,Location,indoors,On,Snow,NA,NA
93be8b24-ce4e-49b1-98f1-ec6291f88855.avi,0,0,18,0,0,ice skating,roller skating,hockey stop,riding scooter,playing ice hockey,Perspective,side,Location,indoors,On,Snow,NA,NA
1da4ece9-b9df-4c63-9716-54be5606ee9c.avi,0,0,27,0,0,bowling,moon walking,faceplanting,dunking basketball,capoeira,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
6eecd1c8-d0f9-4591-94e2-55cac29001e4.mp4,0,0,16,0,0,wrestling,high jump,breakdancing,contorting,drop kicking,Perspective,side,Location,indoors,On,Mat,NA,NA
61d6bb2c-6821-417f-9b7f-ffc81d5bf6a7.mp4,0,0,18,0,0,ice skating,hockey stop,skiing crosscountry,longboarding,playing ice hockey,Perspective,side,Location,indoors,On,Snow,NA,NA
393e4b72-d90f-4713-b591-b8a302f52c8f.mp4,0,0,23,0,0,tightrope walking,yoga,rock climbing,walking the dog,moon walking,Perspective,back,Location,outdoors,On,Snow,What,NA
c68b443b-b8a3-4208-b9ed-19ed2c037915.mp4,0,0,12,0,0,playing saxophone,singing,playing trombone,playing clarinet,playing recorder,Perspective,side,Location,indoors,What,Trombone,NA,NA
f21a452d-7154-4337-92bc-c88e1973fcb8.mp4,0,0,16,0,0,headbutting,breakdancing,wrestling,drop kicking,bouncing on trampoline,Perspective,side,Location,indoors,On,Mat,NA,NA
75ce591e-8415-4fba-9de1-855b045ce0ee.mp4,0,0,16,0,0,high kick,skipping rope,wrestling,headbutting,bouncing on trampoline,Perspective,side,Location,indoors,On,Mat,NA,NA
a4577b24-99d6-4771-b1ec-5aaab39687a8.avi,0,0,6,0,0,motorcycling,falling off bike,mowing lawn,riding a bike,crossing river,Perspective,back,Location,outdoors,On,Cycle,NA,NA
01d5c131-e958-4277-88c6-1bdcaa965372.mp4,0,0,12,0,0,playing clarinet,playing trumpet,playing trombone,playing organ,singing,Perspective,side,Location,indoors,What,Trumpet,NA,NA
4f039fe3-ae4a-4026-a6bc-cc9968d06fcb.avi,0,0,18,0,0,roller skating,ice skating,playing ice hockey,skateboarding,hockey stop,Perspective,side,Location,indoors,On,Snow,NA,NA
86f4b98a-924d-48e4-8684-638b3a2bef95.mp4,0,0,16,0,0,drop kicking,wrestling,high jump,breakdancing,skipping rope,Perspective,side,Location,indoors,On,Mat,NA,NA
444bfb2d-04ab-4048-9fc1-679d8f8a09d4.mp4,0,0,12,0,0,playing trombone,playing trumpet,singing,playing didgeridoo,playing recorder,Perspective,side,Location,indoors,What,Trumpet,NA,NA
98079a4c-643c-4e1c-aa3b-29b42f107f2c.mp4,0,0,12,0,0,playing trombone,playing saxophone,playing trumpet,playing organ,playing clarinet,Perspective,side,Location,indoors,What,Trombone,NA,NA
48f51f45-9e07-44e5-b4bd-c8a66264a5be.mp4,0,0,4,0,0,chopping wood,planing wood,archaeological excavation,rock climbing,singing,Perspective,side,Location,outdoors,With,Axe,On,Grass
9d6edd96-130f-4063-924f-2f1b1a6be3c5.mp4,0,0,12,0,0,playing trumpet,playing trombone,playing saxophone,singing,busking,Perspective,front,Location,indoors,What,Trumpet,NA,NA
a7ad7077-ae82-4868-8ae7-5b70f79cb45c.mp4,0,0,18,0,0,hockey stop,riding scooter,skiing crosscountry,ice skating,roller skating,Perspective,side,Location,indoors,On,Snow,NA,NA
a40e3576-8b41-418a-8a02-8baea9b2a7d2.mp4,0,0,18,0,0,playing ice hockey,ice skating,hockey stop,skateboarding,roller skating,Perspective,side,Location,indoors,On,Snow,NA,NA
5410640d-5e0b-4b50-b8fa-4b04a6b925be.avi,0,0,23,0,0,wading through mud,hammer throw,backflip (human),belly dancing,yoga,Perspective,front,Location,outdoors,On,Pavement,What,Dog
d2d84415-bdde-411a-a248-4d2dbdb7e6a0.avi,0,0,0,0,0,chopping wood,using a sledge hammer,using bagging machine,rope pushdown,making horseshoes,Perspective,side,Location,outdoors,With,Hammer,NA,NA
fb7641a7-e826-4bdc-872f-5d52edb3bf8c.mp4,0,0,0,0,0,chopping wood,breaking boards,chiseling stone,using a sledge hammer,making horseshoes,Perspective,side,Location,indoors,With,Foot,NA,NA
594624e1-0f1a-400b-a0bb-6ce3f935d038.mp4,0,0,16,0,0,wrestling,headbutting,contorting,high jump,breakdancing,Perspective,side,Location,indoors,On,NonWoodFloor(inside),NA,NA
fd5f55c3-9c94-4ee5-b810-37b46d515e14.mp4,0,0,18,0,0,ice skating,riding scooter,hockey stop,longboarding,playing ice hockey,Perspective,side,Location,indoors,On,Snow,NA,NA
44a447e3-5c67-4498-a4da-848d446213ba.mp4,0,0,12,0,0,playing trombone,playing recorder,playing clarinet,playing trumpet,playing pan pipes,Perspective,front,Location,indoors,What,Trumpet,NA,NA
93057167-7ba8-41f8-8e17-b239235c5269.mp4,0,0,18,0,0,roller skating,ice skating,hockey stop,longboarding,skateboarding,Perspective,side,Location,outdoors,On,Pavement,NA,NA
2db49b29-b961-451b-a611-a2be71899577.mp4,0,0,16,0,0,wrestling,high jump,high kick,breakdancing,punching person (boxing),Perspective,side,Location,indoors,On,Mat,NA,NA
edc6dc57-b4d7-49a7-a845-d893fc39bba2.mp4,0,0,6,0,0,crossing river,driving tractor,land sailing,riding a bike,mowing lawn,Perspective,front,Location,indoors,On,Cycle,NA,NA
a74e2f05-430b-49e7-a888-2029dc0b3911.mp4,0,0,18,0,0,ice skating,playing ice hockey,roller skating,longboarding,skiing crosscountry,Perspective,side,Location,indoors,On,Snow,NA,NA
fd5510aa-67e3-405f-a37d-dad1f6d07806.avi,0,0,27,0,0,bowling,playing basketball,using segway,skateboarding,punching bag,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
0ec5ace4-3642-4b70-81cf-541cc6122660.mp4,0,0,0,0,0,breaking boards,chopping wood,making horseshoes,bending metal,using a sledge hammer,Perspective,side,Location,indoors,With,Hand,NA,NA
34ef5fd1-07ce-4c4c-a3cd-8c3a068bbf76.mp4,0,0,18,0,0,ice skating,roller skating,pirouetting,longboarding,skateboarding,Perspective,side,Location,outdoors,On,Snow,NA,NA
81af753b-7b99-4c29-9b81-d702c763b7df.avi,0,0,18,0,0,roller skating,ice skating,longboarding,skateboarding,hockey stop,Perspective,side,Location,indoors,On,Snow,NA,NA
40224305-48c5-489d-acb2-0dc85e85acad.mp4,0,0,12,0,0,playing trombone,playing trumpet,playing organ,playing clarinet,playing saxophone,Perspective,front,Location,indoors,What,Trombone,NA,NA
b82da226-1a0e-4d81-ae2b-e623c2231fad.mp4,0,0,18,0,0,longboarding,ice skating,roller skating,hockey stop,skiing crosscountry,Perspective,side,Location,outdoors,On,Pavement,NA,NA
3f4e869f-a144-40fc-a756-f632c6a52d89.mp4,0,0,12,0,0,playing trombone,busking,singing,playing clarinet,playing trumpet,Perspective,side,Location,indoors,What,Trombone,NA,NA
c5c4a611-75a7-4d12-9ce7-5cfd2d323121.mp4,0,0,12,0,0,playing trombone,playing pan pipes,playing trumpet,playing saxophone,playing clarinet,Perspective,side,Location,indoors,What,Trumpet,NA,NA
992fea95-af97-48ed-94ca-2eb7615f04b6.avi,0,0,27,0,0,bowling,dunking basketball,faceplanting,skateboarding,punching bag,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
24526146-5730-45c4-9630-3f1bae6f50f0.mp4,0,0,18,0,0,roller skating,ice skating,longboarding,hockey stop,skateboarding,Perspective,front,Location,indoors,On,Snow,NA,NA
4b6f0be8-de1b-47fb-8c92-8b3f2740d94c.avi,0,0,27,0,0,bowling,capoeira,dunking basketball,moon walking,using segway,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
3bf98537-ed0e-4964-a80a-c3d664bcc291.mp4,0,0,16,0,0,bouncing on trampoline,contorting,wrestling,skipping rope,headbutting,Perspective,side,Location,indoors,On,Mat,NA,NA
828a0f99-e914-4410-9eb7-6660b26212cf.mp4,0,0,16,0,0,wrestling,contorting,bouncing on trampoline,drop kicking,breakdancing,Perspective,side,Location,indoors,On,Mat,NA,NA
0cd49caa-504f-4fd5-aaf7-d46ae665980a.avi,0,0,6,0,0,jaywalking,motorcycling,riding unicycle,driving tractor,crossing river,Perspective,side,Location,outdoors,On,Cycle,NA,NA
179b52c5-8ea1-42e3-84f9-87b1d22fffb2.mp4,0,0,23,0,0,belly dancing,tightrope walking,walking through snow,moon walking,yoga,Perspective,back,Location,outdoors,On,Snow,What,NA
8a682806-12c9-4ffe-803b-0c5c35394242.avi,0,0,0,0,0,chopping wood,playing xylophone,chiseling stone,breaking boards,using bagging machine,Perspective,side,Location,indoors,With,Hammer,NA,NA
d9d09951-c25d-4c87-8c1a-db677cc6d866.avi,0,0,27,0,0,bowling,capoeira,using segway,punching bag,dunking basketball,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
deb2fa7d-4569-43dd-8356-ee296467b2e4.avi,0,0,27,0,0,bowling,punching bag,faceplanting,moon walking,dunking basketball,Perspective,side,Location,indoors,On,WoodFloor,NA,NA
f4d0d765-475a-4c53-a4ed-3aee83f9a146.mp4,0,0,23,0,0,backflip (human),walking through snow,moon walking,hammer throw,belly dancing,Perspective,back,Location,outdoors,On,Snow,What,Dog
ad05b4a0-d03e-422a-bce1-011ed08d6565.mp4,0,0,16,0,0,punching person (boxing),drop kicking,headbutting,breakdancing,high jump,Perspective,side,Location,outdoors,On,Mat,NA,NA
a071f04d-736b-4446-98a3-5942ac56aed0.mp4,0,0,18,0,0,ice skating,riding scooter,hockey stop,jaywalking,roller skating,Perspective,side,Location,outdoors,On,Snow,NA,NA
3cfb4416-b88e-4285-972d-a37053108ef1.mp4,0,0,16,0,0,wrestling,punching person (boxing),bouncing on trampoline,drop kicking,high jump,Perspective,top,Location,indoors,On,Mat,NA,NA
78796d74-5b41-4dae-874b-e5f6c3eb209a.mp4,0,0,12,0,0,playing trombone,playing trumpet,playing recorder,playing organ,playing clarinet,Perspective,front,Location,indoors,What,Trombone,NA,NA
8899bbf6-5d4f-4e84-a25d-dda02b4066e1.mp4,0,0,12,0,0,playing trumpet,playing didgeridoo,playing trombone,playing clarinet,playing saxophone,Perspective,side,Location,indoors,What,Trombone,NA,NA
7b64ebb9-9814-4b2e-ace0-b525d4e9dce2.mp4,0,0,16,0,0,drop kicking,contorting,wrestling,high jump,bouncing on trampoline,Perspective,side,Location,indoors,On,Mat,NA,NA
dfafd080-cb1b-4ed3-9b24-749be610cccc.mp4,0,0,27,0,0,bowling,punching bag,playing basketball,faceplanting,skateboarding,Perspective,back,Location,indoors,On,WoodFloor,NA,NA
d81848dc-510c-4983-92b4-1b4183e393f6.mp4,0,0,18,0,0,playing ice hockey,ice skating,riding scooter,jaywalking,pirouetting,Perspective,back,Location,indoors,On,Snow,NA,NA
a76980cd-48ad-476c-84c0-610f0e7ab8f3.mp4,0,0,12,0,0,playing trombone,playing clarinet,playing trumpet,playing recorder,busking,Perspective,front,Location,indoors,What,Trumpet,NA,NA
80d7df10-52ae-4b06-8e66-a22eafcc2811.mp4,0,0,23,0,0,tightrope walking,backflip (human),yoga,moon walking,belly dancing,Perspective,front,Location,outdoors,On,Snow,NA,NA
5915c9d1-fb0c-4509-bd30-a451a16bd8d5.mp4,0,0,18,0,0,playing ice hockey,roller skating,hockey stop,ice skating,jaywalking,Perspective,back,Location,indoors,On,Snow,NA,NA
cd390266-a532-4df6-9ef8-e1b6aed29f58.mp4,0,0,12,0,0,playing recorder,playing trombone,playing clarinet,playing trumpet,playing saxophone,Perspective,side,Location,indoors,What,Trombone,NA,NA
c313e263-1070-45a2-a5b9-563bcc8ecbc1.mp4,0,0,12,0,0,playing trombone,playing saxophone,playing organ,busking,playing trumpet,Perspective,front,Location,indoors,What,Trombone,NA,NA
28dfc569-dcb7-4430-bd29-fa935967d5be.avi,0,0,6,0,0,motorcycling,mowing lawn,crossing river,riding a bike,driving tractor,Perspective,back,Location,outdoors,On,Cycle,NA,NA
bc14e1a2-574f-471a-abd1-c3c0e5261c2e.avi,0,0,0,0,0,making horseshoes,using bagging machine,chiseling stone,chopping wood,breaking boards,Perspective,side,Location,outdoors,With,Hammer,NA,NA
77853b3a-f9b4-4996-8786-4371b6fa4c1a.avi,0,0,23,0,0,rock climbing,yoga,hammer throw,belly dancing,tightrope walking,Perspective,side,Location,outdoors,On,Grass,What,Dog
328733a3-f199-440e-b215-322308543421.mp4,0,0,12,0,0,playing trombone,playing organ,playing saxophone,playing trumpet,playing didgeridoo,Perspective,side,Location,indoors,What,Trumpet,NA,NA
000e4e90-0c9c-49c2-9a4d-2a926ee40730.mp4,0,0,12,0,0,singing,busking,playing organ,playing trombone,playing trumpet,Perspective,side,Location,indoors,What,Trumpet,NA,NA
d1aac428-5371-425a-89af-2a7f7bfa92b5.mp4,0,0,18,0,0,hockey stop,skiing crosscountry,longboarding,roller skating,ice skating,Perspective,back,Location,outdoors,On,Pavement,NA,NA
4c4d7ecf-78ea-4ac0-a126-7fa0d66bc72f.mp4,0,0,18,0,0,ice skating,roller skating,playing ice hockey,skateboarding,pirouetting,Perspective,side,Location,indoors,On,Snow,NA,NA
cabf8102-3e43-4bd4-a4ce-b34181e6e3e3.mp4,0,0,16,0,0,skipping rope,wrestling,punching person (boxing),high jump,drop kicking,Perspective,side,Location,indoors,On,Mat,NA,NA
